any_file_hash_malicious,max_behavioral_sandbox_score,malicious_attachment_count,any_exploit_pattern_detected,max_amsi_suspicion_score,total_yara_match_count,total_ioc_count,packer_detected,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,has_executable_attachment,unscannable_attachment_present,sender_known_malicious,smtp_ip_known_malicious,return_path_known_malicious,final_url_known_malicious,total_components_detected_malicious,Binary_Label
1,0.7492222185399553,2,0,0.7623573298814916,2,2,0,0,0,0,0,0.0,1,0,0,0,0,0,2,Malicious
1,0.6135158389216918,1,0,0.393385143664118,1,6,0,0,0,0,0,0.0,0,0,1,0,0,1,1,Malicious
0,0.8547094875925786,2,0,0.7849318549635873,4,4,0,0,0,0,1,0.0,1,0,1,1,0,1,2,Malicious
1,0.9369651497013556,1,1,0.8759798404982342,9,4,1,0,0,0,0,0.6954932954414895,0,0,0,0,0,0,1,Malicious
1,0.7698332103817378,1,0,0.7258839193079715,2,1,0,1,1,0,0,0.0,0,0,0,0,0,0,1,Malicious
0,0.7768109957701973,1,0,0.7690217781293539,2,5,1,0,0,0,0,0.0,1,0,1,0,0,1,1,Malicious
0,0.0447392688347509,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,Not-Malicious
1,0.8439989596152935,1,0,0.6711339259263266,3,7,0,0,0,0,0,0.0,1,0,0,1,0,0,1,Malicious
0,0.0455087436594402,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.7112009257015847,1,0,0.8321473956187163,1,4,0,0,0,0,1,0.0,1,0,0,1,0,1,1,Malicious
0,0.0527285209074823,0,0,0.0385231344805701,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.7733173454484845,1,1,0.7009731961462113,5,8,1,0,0,1,0,0.8067744387248478,0,0,0,0,0,1,1,Malicious
0,0.7144318825221405,1,0,0.8609255146373828,1,8,0,0,0,0,0,0.0,1,0,1,0,0,0,1,Malicious
0,0.6747129274547247,1,0,0.8194528014773191,2,3,0,1,0,0,0,0.0,0,0,0,0,0,0,1,Malicious
1,0.7515590328403114,1,0,0.8070572847999318,3,3,1,0,0,0,1,0.0,1,0,1,0,0,0,1,Malicious
0,0.0787236678737714,0,0,0.0162075523941604,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0128753804959111,0,0,0.0138976588431434,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.8467370436738244,1,0,0.8359405702721662,2,2,0,1,1,1,1,0.0,0,0,0,0,0,0,1,Malicious
0,0.0397769776697883,0,0,0.0214323404129916,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0049770595901375,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.8408226153553411,2,0,0.6015293060129129,1,4,0,0,0,0,0,0.0,1,0,0,0,0,0,2,Malicious
0,0.0951848538346246,0,0,0.0369077857036461,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0766117353007865,0,0,0.0417303875182285,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.7606620472281418,1,1,0.8523125622368222,10,4,1,0,0,1,0,0.6754758585531818,0,0,0,0,0,0,1,Malicious
1,0.7779658518053756,2,0,0.7527304180074433,0,3,0,0,0,0,1,0.0,1,0,0,1,0,0,2,Malicious
0,0.9313597242721272,1,1,0.8543736765374845,5,7,0,0,0,1,0,0.5430889595922036,0,0,0,0,0,0,1,Malicious
0,0.0015153143809016,0,0,0.0491312121763213,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0347279288572484,0,0,0.018067627435061,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0235153997900758,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.8910938949291314,2,0,0.6778247581200293,1,4,1,0,0,0,0,0.0,1,0,1,0,0,0,2,Malicious
0,0.0235463996931121,0,0,0.035522135722545,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.038601246249973,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0515666636725736,0,0,0.0307773630823665,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0524028375727498,0,0,0.0249801114605255,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0394664238130333,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0379714936213687,0,0,0.0191493788722018,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.9074005407882092,1,1,0.7130202184942084,4,8,1,0,0,1,0,0.4024971982566072,0,0,0,0,0,0,1,Malicious
0,0.0045968817081947,0,0,0.0447838556802115,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.8708750668442606,1,0,0.6065374250439222,1,4,1,1,1,0,1,0.0,0,0,0,0,0,0,1,Malicious
0,0.6996070753775223,1,0,0.7981500476570005,4,0,1,1,0,1,1,0.0,0,0,1,1,0,0,1,Malicious
0,0.0161225896617708,0,0,0.0265392468949664,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.9241933588378226,1,1,0.940972105536034,6,12,1,0,0,0,0,0.7390693622740637,0,0,0,1,0,0,1,Malicious
0,0.0091693505167916,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0778932675114363,0,0,0.0409836274900103,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.7194381804511119,2,0,0.6362770437517107,2,1,1,0,0,0,1,0.0,1,0,0,0,0,0,2,Malicious
0,0.0432787561472895,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0373176879214171,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0201903081576615,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.6449584080852899,1,0,0.7908809119204213,1,2,0,1,1,0,0,0.0,0,0,0,0,0,0,1,Malicious
0,0.0245147690536576,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.4362269400255653,0,0,0.4108500198829057,1,2,0,0,0,0,0,0.0,0,0,0,0,0,1,3,Malicious
0,0.0916121070721271,0,0,0.0342559201691567,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0985863462030517,0,0,0.0243734505014281,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.829930062323917,1,1,0.7812190940705184,3,9,1,0,0,0,0,0.5619487718328615,0,0,1,0,0,0,1,Malicious
1,0.8724759367116697,1,1,0.940640147402455,7,4,1,0,0,1,0,0.5762890044173257,0,0,1,0,0,0,1,Malicious
1,0.839945854611035,1,0,0.9273134790471972,5,3,1,0,0,0,1,0.0,1,0,1,0,0,0,1,Malicious
0,0.0203021374886057,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.7430998540796038,2,0,0.9221183847566954,2,2,0,0,0,0,1,0.0,1,0,0,0,0,0,2,Malicious
0,0.8455854679242152,2,0,0.6115998759072749,3,1,1,0,0,0,1,0.0,1,0,1,0,0,0,2,Malicious
1,0.6344824977169782,1,0,0.7904736948083415,1,1,0,1,1,1,0,0.0,0,0,0,0,0,0,1,Malicious
0,0.800285911558277,1,0,0.9304867949802648,4,2,1,0,0,0,1,0.0,1,0,0,0,0,0,1,Malicious
1,0.7603027367246848,1,1,0.7005284925311361,2,10,0,0,0,0,0,0.795616750392871,0,0,1,0,0,0,1,Malicious
0,0.7565327009305309,1,0,0.9011879137763344,4,2,1,0,0,0,0,0.0,1,0,0,0,0,0,1,Malicious
0,0.0273279121927363,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.8146927307067097,2,0,0.7557747619495465,1,1,1,0,0,0,0,0.0,1,0,0,1,0,0,2,Malicious
1,0.880193439672516,1,0,0.7230006782366134,3,3,0,0,0,0,1,0.0,1,0,0,0,0,1,1,Malicious
1,0.7461412733171684,2,0,0.6188146567115054,7,4,1,0,0,0,0,0.0,1,0,0,0,0,1,2,Malicious
0,0.0278826879282469,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.6688130274332992,1,0,0.3621130453483319,0,4,0,0,0,0,0,0.0,0,0,0,0,0,1,2,Malicious
0,0.0995932162109194,0,0,0.041148425499052,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.7096347361102613,1,0,0.5427342853005479,2,4,0,0,0,0,0,0.0,0,0,0,0,0,1,2,Malicious
0,0.0295520731014826,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0497378200487602,0,0,0.0223299085918146,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.6782261915535293,1,0,0.7736369594862667,1,1,1,1,0,0,0,0.0,0,0,0,0,0,0,1,Malicious
0,0.0277667996473088,0,0,0.0408641481425961,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.9286715302368184,2,0,0.6868462175279375,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,2,Malicious
0,0.6293888288638116,1,0,0.5423643358578862,2,6,1,1,1,0,0,0.0,0,0,0,0,0,0,1,Malicious
1,0.9046958770989488,2,0,0.8315989835505139,1,3,0,0,0,0,0,0.0,1,0,0,0,0,0,2,Malicious
0,0.8740579418609409,1,0,0.9007400382595224,2,6,0,0,0,0,1,0.0,1,0,1,1,0,0,1,Malicious
0,0.0903548809426348,0,0,0.0473432662383191,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.8324784724123705,1,0,0.6839168030077832,0,3,0,1,1,0,0,0.0,0,0,0,0,0,0,1,Malicious
0,0.0092235490138884,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0121717313985498,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.6965026669565028,1,0,0.7647142098206479,0,1,0,1,1,0,1,0.0,0,0,0,1,0,0,1,Malicious
0,0.0877604904548647,0,0,0.0021961856268103,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.9262775683110736,1,0,0.6196325818698907,1,3,1,0,0,0,0,0.0,1,0,0,0,0,0,1,Malicious
0,0.5898284216140396,1,0,0.5436234192163788,1,3,0,0,0,0,0,0.0,0,0,0,1,0,1,2,Malicious
0,0.0238341347223044,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.8483496363596773,1,1,0.719348188233776,6,5,0,0,0,0,0,0.5032739947410405,0,0,0,0,0,0,1,Malicious
0,0.8516849425992498,1,0,0.6400968148493719,2,1,1,0,0,0,1,0.0,1,0,0,0,0,1,1,Malicious
0,0.8060017984548294,2,0,0.6561687311601315,2,1,0,0,0,0,1,0.0,1,0,0,0,0,0,2,Malicious
1,0.86469682866635,1,1,0.8622882068671136,5,12,0,0,0,0,0,0.7794113297089375,0,0,1,0,0,0,1,Malicious
0,0.0300212975092067,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,Not-Malicious
1,0.6555254849110256,1,0,0.6503591240803295,3,1,1,1,0,0,1,0.0,0,0,0,0,0,0,1,Malicious
0,0.0321431267047948,0,0,0.0237513573711787,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.8454618714005772,1,1,0.7390662300100606,7,12,1,0,0,0,0,0.6089237012063666,0,0,0,1,0,0,1,Malicious
0,0.0818053766971732,0,0,0.0428638442664307,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.9193461795703448,1,1,0.7299129721492209,8,10,0,0,0,0,0,0.7091434514761157,0,0,0,0,0,0,1,Malicious
0,0.7665277061243218,1,1,0.7859051273412069,4,7,1,0,0,0,0,0.8017070484437484,0,0,0,1,0,1,1,Malicious
0,0.2893527368883349,0,0,0.4594186927878336,1,1,0,0,0,0,0,0.0,0,0,1,0,0,1,1,Malicious
1,0.8578784184787858,1,0,0.8290180367698093,0,1,0,0,0,0,1,0.0,1,0,1,0,0,0,1,Malicious
0,0.0170138477920384,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.026540304392538,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.7781710265418024,1,0,0.6768869863212255,3,3,0,1,1,0,0,0.0,0,0,0,0,0,0,1,Malicious
0,0.793961219990467,1,0,0.7240577570893504,3,1,1,1,1,0,0,0.0,0,0,0,1,0,0,1,Malicious
0,0.0574224650679849,0,0,0.0373417611109204,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0811233742127517,0,0,0.0065804417905369,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.9130520140674592,1,1,0.8991149924197992,4,6,1,0,0,0,0,0.7314070369272223,0,0,1,0,0,0,1,Malicious
0,0.062406467646825,0,0,0.0499655118478945,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.7014495076388896,1,0,0.7692765511111739,2,0,0,0,0,0,0,0.0,1,0,1,1,0,0,1,Malicious
0,0.023313851105547,0,0,0.0167258272382066,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0411511399074889,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0336904050443443,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.7176462089517148,1,0,0.594690893207371,1,4,0,1,1,1,1,0.0,0,0,0,0,0,0,1,Malicious
1,0.9402456012809386,1,0,0.7081624507381119,1,3,1,0,0,0,1,0.0,1,0,0,0,0,0,1,Malicious
0,0.8014236150197044,1,0,0.6462935826318589,5,3,0,1,1,0,0,0.0,0,0,0,0,0,0,1,Malicious
1,0.9055427935359084,2,0,0.8446426190627662,1,2,1,0,0,0,0,0.0,1,0,1,0,0,0,2,Malicious
1,0.8243054480217731,1,1,0.9489964343611268,6,14,1,0,0,1,0,0.4044815497093944,0,0,1,0,0,0,1,Malicious
0,0.0525476580022237,0,0,0.0014493144960544,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.6594302140021966,1,0,0.5621071243055494,2,0,0,1,1,0,1,0.0,0,0,0,0,0,1,1,Malicious
0,0.0122161192802987,0,0,0.0283288994256534,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.8858042656180908,1,0,0.5607733804628053,2,2,1,1,1,0,1,0.0,0,0,0,0,0,0,1,Malicious
1,0.9269379318516268,1,0,0.7692956417049274,3,3,1,0,0,0,1,0.0,1,0,0,0,0,0,1,Malicious
0,0.0916313369860486,0,0,0.034387284197296,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0206543110099634,0,0,8.129850696855789e-05,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0061025423931593,0,0,0.0177183503370096,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.7789428245530177,1,0,0.8493427217828632,0,5,1,1,1,0,1,0.0,0,0,1,0,0,0,1,Malicious
0,0.0514412536851704,0,0,0.0416589427601324,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.8013490958099249,1,1,0.7069211691566236,3,4,0,0,0,1,0,0.6866092043700129,0,0,0,0,0,1,1,Malicious
0,0.8336577532687074,1,0,0.7558747156101004,0,1,1,0,0,0,1,0.0,1,0,0,0,0,0,1,Malicious
1,0.7450706201843468,2,0,0.7364318862034834,2,3,0,0,0,0,0,0.0,1,0,1,0,0,0,2,Malicious
0,0.8947439007246061,1,0,0.8925289616403868,0,3,1,0,0,0,1,0.0,1,0,1,0,0,1,1,Malicious
1,0.8153618442925283,1,1,0.8697963277312557,9,4,0,0,0,0,0,0.5915744788186388,0,0,1,1,0,0,1,Malicious
0,0.0503744995140408,0,0,0.0267239906255806,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0097058093034896,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0059891876255523,0,0,0.0039939514572515,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.6645817436844831,1,0,0.7692285116177061,3,1,0,1,1,0,0,0.0,0,0,0,1,0,0,1,Malicious
0,0.036367149475684,0,0,0.0134263929246016,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0013186540890713,0,0,0.0050468715446442,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.2329776457313617,0,0,0.6990499596013096,0,2,0,0,0,0,0,0.0,0,0,1,0,0,1,2,Malicious
0,0.0370111913507283,0,0,0.0405898981120028,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.8098279270130132,1,1,0.7262985710108707,4,3,1,0,0,0,0,0.7192297757397615,0,0,1,1,0,1,1,Malicious
0,0.0276879122853093,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.7783096179385554,2,0,0.7865099505923367,1,2,0,0,0,0,0,0.0,1,0,0,0,0,0,2,Malicious
0,0.6839407037211417,1,0,0.784564396697038,2,2,1,1,1,0,0,0.0,0,0,0,0,0,0,1,Malicious
1,0.838802506860416,1,1,0.901222955667094,5,6,0,0,0,1,0,0.7361487363467708,0,0,0,0,0,0,1,Malicious
0,0.0332799743344444,0,0,0.0366754920291351,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.4778084644764803,0,0,0.6632698263566712,2,0,0,0,0,0,0,0.0,0,0,1,0,0,1,2,Malicious
0,0.8372051358834217,1,0,0.6370376672104678,1,4,1,1,0,0,0,0.0,0,0,0,0,0,0,1,Malicious
0,0.0129390936557227,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0069472747558214,0,0,0.0072391404480194,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0851898496460619,0,0,0.0494920473953445,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0671684130338387,0,0,0.0370703813733844,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0356859565604953,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.8124604122014523,1,0,0.8556842036948633,3,3,0,0,0,0,1,0.0,1,0,0,0,0,1,1,Malicious
0,0.0010701581287003,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.766320405983978,1,0,0.8343888439177047,0,3,1,1,1,0,1,0.0,0,0,1,0,0,0,1,Malicious
0,0.0113002887478887,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.8344482181771445,2,0,0.8125727381534711,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,2,Malicious
0,0.6171554833965579,1,0,0.5499637903882479,4,2,0,1,1,1,1,0.0,0,0,0,0,0,0,1,Malicious
0,0.0923438505965548,0,0,0.005973456681182,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.06873949082128,0,0,0.0068843300770721,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0811734506208154,0,0,0.0238365440662405,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0987964998582051,0,0,0.0307592646621737,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.070910944639363,0,0,0.0410961754536514,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.9371432555686372,1,1,0.8100022629440855,8,11,1,0,0,1,0,0.6335552259972091,0,0,1,0,0,0,1,Malicious
0,0.005536848669427,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0225666065547866,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.9187016927183008,1,1,0.7282517566175396,6,9,0,0,0,1,0,0.702822381196821,0,0,0,0,0,0,1,Malicious
0,0.8200110345957825,1,0,0.7576445428466536,0,2,1,1,1,1,0,0.0,0,0,1,0,0,0,1,Malicious
0,0.0430099560812042,0,0,0.0279937651814373,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
1,0.9425404038904508,1,0,0.7887930290159518,0,2,0,0,0,0,0,0.0,1,0,1,0,0,0,1,Malicious
0,0.0476377669687549,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0264710697830636,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0480678890754227,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0914283487953766,0,0,0.0198439328653821,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.6743484313972887,1,0,0.5740936221783244,2,4,0,1,0,0,0,0.0,0,0,0,0,0,0,1,Malicious
1,0.8980939933096878,1,0,0.739608450695212,1,1,0,1,1,0,1,0.0,0,0,1,0,0,0,1,Malicious
0,0.040816800041267,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.0149209779063891,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.060543983684805,0,0,0.0101252087713523,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Not-Malicious
0,0.7547575860576315,1,0,0.8168573909700273,1,2,1,1,1,0,1,0.0,0,0,0,1,0,0,1,Malicious
