sender_known_malicious,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,sender_name_similarity_to_vip,spf_result,dkim_result,dmarc_result,reverse_dns_valid,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_count,has_executable_attachment,unscannable_attachment_present,total_components_detected_malicious,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_count,dns_morphing_detected,domain_tech_stack_match_score,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,is_high_risk_role_targeted,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing_keywords_detected,html_text_ratio,image_only_email,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,tls_version,Analysis_of_the_qrcode_if_present,Final Classification,warning_risk,Binary_Label
False,0.835247159,False,0.0064705796,True,0.0269924903,softfail,pass,pass,True,False,False,0.0068154213,0,False,False,0,0,0,0.024737951,0.0283831744,False,False,False,False,0.0198389607,False,0,0.0933466646,0.0275911681,,False,False,0.9124169188,False,True,0.9746737916,False,0.0429711823,0.0358407478,0.9506348655,False,2,False,0.7582505521,False,0.9532338208,valid,0.0169176401,0.0021745801,False,True,False,False,link_click,0.0753959246,False,False,False,0.0775205829,0.6108652908,False,2,False,0,False,TLS 1.2,0,No Action,0.1838714745,Not-Warning
False,0.2108735539,True,0.7149419428,False,0.4043884947,softfail,none,pass,True,False,False,0.2886236382,0,False,False,2,0,0,0.2344261211,0.1433575829,True,False,False,False,0.0883216662,False,0,0.1975370085,0.0956190322,,True,False,0.3591093043,True,False,0.4516448332,False,0.5541664495,0.6684649256,0.2708809754,False,4,True,0.3549622317,False,0.5530783454,expired,0.4307975832,0.6897503801,False,False,True,False,none,0.3811382824,True,False,False,0.2993707464,0.419565254,False,8,False,3,False,TLS 1.1,0,Warning,0.5452897477,Warning
False,0.8188453575,False,0.0640843084,False,0.0911625255,pass,fail,none,True,False,False,0.0202175891,0,False,False,0,0,0,0.0355930615,0.0291663811,False,False,False,False,0.0074893528,False,0,0.0787697799,0.0038454489,,False,False,0.835593753,False,False,0.9025303337,False,0.0363194228,0.0421937257,0.7607762186,False,3,False,0.9711137294,False,0.9759731515,valid,0.0159256974,0.0759173471,False,True,False,False,document_download,0.076950798,False,True,False,0.1283087065,0.4237960594,False,0,False,0,False,TLS 1.3,0,No Action,0.1914269263,Not-Warning
True,0.4276044489,True,0.7357055096,False,0.2848670361,neutral,none,fail,True,False,False,0.1293396013,0,True,False,0,0,1,0.233929543,0.1247674458,False,False,False,False,0.1184339802,True,0,0.0041281808,0.0935946662,,True,True,0.3301846307,True,False,0.4816876987,False,0.3058936185,0.6818974459,0.4936980584,True,1,True,0.3774807379,False,0.3692787632,self_signed,0.5094046058,0.5906850274,False,False,True,False,gift_card_request,0.4300161474,True,False,False,0.3315380213,0.4750952428,False,3,False,1,True,TLS 1.1,0,Warning,0.5695583541,Warning
False,0.7740248809,False,0.0374471612,True,0.06318383,pass,pass,neutral,True,False,False,0.025960027,0,False,False,0,0,0,0.0610611805,0.0142059334,False,False,False,False,0.0157846282,False,0,0.024201511,0.0148399428,,False,False,0.982455573,False,False,0.8377210844,False,0.0650518008,0.0316896952,0.7777877751,False,3,False,0.8555336113,False,0.9305577112,no_ssl,0.0908174043,0.0213253737,True,False,False,False,document_download,0.0664872758,False,False,False,0.0984745469,0.4343843019,False,8,False,0,False,TLS 1.3,0,No Action,0.1057744389,Not-Warning
True,0.43554941,False,0.7049599039,False,0.6066474775,neutral,pass,neutral,True,False,False,0.2099325272,2,False,False,0,0,0,0.0630392823,0.102837667,False,True,False,True,0.0871546328,False,3,0.2286316791,0.0627187516,,True,False,0.2630293649,False,True,0.3233074744,False,0.7306222765,0.6837939293,0.4740991368,False,1,False,0.4725035045,True,0.5742616732,self_signed,0.5615763442,0.5160174185,False,True,False,True,credential_request,0.4268289734,False,False,False,0.2622653061,0.6049671772,False,1,False,1,False,,0,Warning,0.7802125597,Warning
True,0.5678838286,True,0.7178302119,False,0.3222159124,softfail,none,none,True,False,False,0.1358712091,0,False,False,0,0,1,0.2683226415,0.1623522894,False,False,False,False,0.0559227976,False,0,0.1710299108,0.0365727595,,True,True,0.4042853803,False,True,0.239753633,False,0.5139729651,0.6867089672,0.2594042636,False,2,False,0.2765046643,True,0.3775226632,no_ssl,0.4442675957,0.4717367336,False,True,False,True,sensitive_data_request,0.443553265,False,False,True,0.0834499552,0.5881012205,False,12,True,0,False,TLS 1.1,0,Warning,0.7172091233,Warning
False,0.9932689936,False,0.0334995074,False,0.0722445228,pass,pass,none,True,False,False,0.004163051,0,False,False,0,0,0,0.0029483832,0.028772737,False,False,False,False,0.0087958394,False,0,0.0400936814,0.0177174052,,False,False,0.8189408053,False,False,0.8159797646,False,0.0767048497,0.0270229005,0.9481479428,False,5,False,0.7704992077,False,0.8944755415,valid,0.0603770804,0.0967842075,True,True,False,False,document_download,0.1349027577,False,False,True,0.0711594291,0.4232887271,False,4,False,0,False,TLS 1.2,0,No Action,0.0529629836,Not-Warning
False,0.5367726109,False,0.7488307991,False,0.6680727989,softfail,fail,fail,False,True,True,0.093311377,0,False,False,0,0,0,0.2148302321,0.0449187512,False,False,False,False,0.0968929958,False,1,0.1536271207,0.043835664,,True,False,0.3808550648,False,False,0.231406333,False,0.6269623118,0.3718886307,0.4289703817,True,1,False,0.4569122329,False,0.5184686701,valid,0.3215975179,0.3997473453,False,True,True,False,none,0.2445446871,False,False,False,0.3282424138,0.6725517589,False,1,False,2,False,TLS 1.2,0,Warning,0.6510186273,Warning
True,0.1077650324,True,0.4872028703,False,0.7740240732,neutral,fail,permerror,False,False,False,0.0770641613,0,False,False,0,0,1,0.2932066904,0.0347434542,False,False,False,True,0.1201757961,False,0,0.2352843882,0.0843030727,,False,False,0.3658716526,False,True,0.2279796221,False,0.6144470631,0.5373152767,0.2111273337,False,7,True,0.3529619396,False,0.252219206,expired,0.5789010753,0.3790606759,False,False,True,True,sensitive_data_request,0.5120115811,False,False,False,0.10998593,0.6739903574,False,5,False,0,False,TLS 1.2,0,Warning,0.5412315192,Warning
False,0.3989366817,False,0.7592569241,True,0.4230511524,softfail,none,fail,False,False,False,0.2281820101,0,False,False,0,2,0,0.1239502832,0.1267140603,False,False,False,False,0.1314894589,False,3,0.1484565534,0.0138709067,,False,False,0.2438758093,False,True,0.3616178147,False,0.7444857634,0.6606566851,0.5954005114,False,1,True,0.5243376018,False,0.4938549777,self_signed,0.2124746705,0.395561486,True,True,False,True,sensitive_data_request,0.435691309,False,False,False,0.0572963551,0.6509646538,False,5,False,2,False,TLS 1.1,0,Warning,0.8493002199,Warning
False,0.7570047821,False,0.0465525017,False,0.0866585058,pass,fail,neutral,True,False,False,0.0238625141,0,False,False,0,0,0,0.046026461,0.0171803258,False,False,False,False,0.0075328825,False,0,0.0703425061,0.0268492326,,False,False,0.7606055901,False,False,0.9311857375,False,0.13999636,0.0554320931,0.9968529717,False,3,False,0.8981749876,False,0.8988909635,valid,0.016382122,0.02903249,True,True,False,False,link_click,0.0186017087,False,False,False,0.0259405808,0.5653426264,False,6,False,1,False,TLS 1.3,0,No Action,0.177224932,Not-Warning
False,0.8447211685,False,0.1080802437,True,0.0156630556,pass,fail,pass,False,False,False,0.0627409579,0,False,False,0,0,0,0.0632910285,0.0102945421,False,False,False,False,0.000397402,False,0,0.0005195813,0.0231203427,,False,False,0.7901546098,False,True,0.8580435702,False,0.1163663475,0.0371906446,0.8372192611,False,5,False,0.7556927922,False,0.9000814839,valid,0.0374969393,0.090669011,False,True,False,False,none,0.1180907435,False,False,True,0.0853730722,0.6353527604,False,3,False,0,False,TLS 1.3,0,No Action,0.0434270779,Not-Warning
False,0.350639623,False,0.5340098335,True,0.3931117669,fail,fail,neutral,False,False,False,0.2429296975,0,False,False,0,0,2,0.0826887802,0.0123406937,False,False,False,False,0.0303253877,True,0,0.2600161964,0.0256943131,,True,True,0.408889303,False,False,0.2717196142,False,0.7484188783,0.3433976886,0.2448153222,False,1,True,0.3414566971,False,0.3293533097,expired,0.3918695392,0.2667148668,False,True,True,True,sensitive_data_request,0.3648272592,False,False,False,0.3814794526,0.3844483713,False,4,False,1,False,TLS 1.2,0,Warning,0.7283654088,Warning
False,0.4125322092,False,0.4039822298,True,0.757729024,pass,temperror,fail,False,False,False,0.2740307892,0,False,True,0,0,5,0.2204614761,0.0151792762,False,True,False,False,0.0897860361,False,0,0.2195420565,0.0363990181,,False,False,0.4752690214,True,True,0.3854696788,False,0.7328121289,0.471704992,0.5814325273,False,1,False,0.5863889054,True,0.3888193331,valid,0.566006967,0.2490046836,False,False,True,False,credential_request,0.3532768245,False,False,False,0.0605597784,0.3975500668,False,3,False,4,True,TLS 1.2,0,Warning,0.7733940191,Warning
False,0.5227005019,False,0.7107378033,False,0.4552610051,pass,pass,fail,True,False,False,0.2824675206,0,False,False,0,1,0,0.0010389346,0.0275203642,False,False,False,False,0.1418240116,False,0,0.2070778247,0.0111068195,,False,False,0.2463886174,False,False,0.46373458,False,0.7939220674,0.4005256846,0.3961640023,True,1,False,0.290674013,False,0.3676901298,no_ssl,0.7398021813,0.2034870549,False,False,True,True,wire_transfer,0.3407591953,False,False,True,0.2605327375,0.5676518705,False,7,True,2,False,TLS 1.1,0,Warning,0.5953515358,Warning
True,0.5718640645,False,0.7556561257,False,0.7688898805,softfail,none,fail,True,False,False,0.2811131443,0,False,False,3,0,0,0.2542039104,0.0513337015,False,False,False,False,0.0524906293,False,0,0.0928845862,0.0864914181,,False,False,0.4630182078,False,False,0.32450934,False,0.664454302,0.4968106071,0.5410934724,False,4,True,0.5108702227,True,0.2463235715,self_signed,0.6964023849,0.2485686562,True,False,True,True,invoice_payment,0.5142699953,False,False,True,0.0681615603,0.4967618189,False,8,False,0,False,TLS 1.2,0,Warning,0.8530684649,Warning
False,0.2094590955,False,0.4758464969,False,0.3387917396,fail,none,fail,False,False,False,0.1954816583,0,False,False,0,0,3,0.1839668103,0.1504060554,False,False,False,False,0.068427482,False,0,0.0989345658,0.0662536774,,True,False,0.2218369257,True,False,0.3254823369,False,0.6276798331,0.6821074252,0.2415733195,False,5,False,0.4464136073,False,0.4360409447,no_ssl,0.4790567963,0.6752877101,False,True,True,True,wire_transfer,0.4349220532,False,False,False,0.0418743182,0.4140819029,False,2,True,0,False,TLS 1.3,0,Warning,0.8083318407,Warning
False,0.7199898598,False,0.0298024083,True,0.0114044208,pass,pass,pass,True,False,False,0.0627382079,0,False,False,0,0,0,0.0409336837,0.0170177212,False,False,False,False,0.0076621793,False,0,0.0870068372,0.0070445816,,False,False,0.7570572844,False,True,0.7844206612,False,0.0298037409,0.059396846,0.9240980529,False,5,False,0.8607070131,False,0.8561319031,valid,0.0067264666,0.0689393079,True,True,False,False,link_click,0.1248265226,False,False,False,0.0136064231,0.6128694354,False,9,False,0,False,TLS 1.3,0,No Action,0.1617126853,Not-Warning
False,0.3399595102,True,0.3048213388,False,0.5043564538,fail,pass,fail,True,False,False,0.2643575317,1,False,False,1,0,0,0.1693575178,0.0214759862,False,False,False,False,0.0744846036,False,0,0.1136699705,0.0162585278,,False,False,0.2195913218,False,True,0.3188161331,False,0.5877958799,0.6554635238,0.4516419941,False,8,False,0.4438365537,False,0.5161186458,self_signed,0.26729932,0.4661329903,False,False,True,True,sensitive_data_request,0.5724494865,False,False,False,0.2161210316,0.4638395001,False,9,True,0,False,,0,Warning,0.5487704017,Warning
False,0.4607333997,False,0.426292974,True,0.4440339248,none,fail,temperror,False,False,False,0.2997440307,0,False,False,0,0,0,0.2385784167,0.1922307852,False,False,False,False,0.0284352091,False,0,0.0032297949,0.0707142132,,True,False,0.3825780128,False,False,0.374924998,False,0.3268910347,0.5501160799,0.3855175691,False,4,True,0.562412889,True,0.4704249944,valid,0.7482670326,0.3142560404,False,True,True,True,bank_detail_update,0.5386696557,True,False,False,0.3370365468,0.3267516496,False,0,False,0,False,TLS 1.2,0,Warning,0.5177486869,Warning
False,0.7488470432,False,0.0660530926,True,0.0464438264,pass,pass,pass,True,False,False,0.0670462573,0,False,False,0,0,0,0.0199480059,0.0043455646,False,False,False,False,0.0213824489,False,0,0.0005378705,0.0291810256,,False,False,0.7766069185,False,False,0.7638750305,False,0.0219998763,0.0706108776,0.7756737949,False,5,False,0.851991295,False,0.8247384007,no_ssl,0.0203860624,0.0591526687,True,True,False,False,none,0.1291759021,False,False,False,0.0134928627,0.6845437708,False,1,False,0,False,TLS 1.3,0,No Action,0.055900689,Not-Warning
False,0.1785285467,True,0.3375324345,True,0.5153525932,neutral,fail,fail,False,False,False,0.274953968,1,False,False,0,2,0,0.1633687136,0.1295269447,False,False,True,False,0.0461417719,False,0,0.0865831765,0.0124353658,,False,False,0.4828028722,False,True,0.2241325556,True,0.5160143321,0.4289286333,0.300147161,True,8,False,0.4300796437,False,0.5998289668,self_signed,0.3617066156,0.2201158366,False,False,True,False,sensitive_data_request,0.4341318501,False,False,True,0.1391844225,0.4333233575,False,8,False,1,False,,0,Warning,0.6750483045,Warning
False,0.2168246411,True,0.4629000302,False,0.3118852075,fail,fail,fail,True,False,True,0.1861246433,0,False,False,0,0,0,0.2237037722,0.0970626276,False,False,False,False,0.0287972886,False,0,0.0151535127,0.0507490254,,True,False,0.2915710947,False,False,0.4148924982,False,0.356107717,0.4963233963,0.510523146,False,0,False,0.434451602,False,0.5212495379,valid,0.3745466961,0.270615566,False,False,True,True,link_click,0.4527989214,False,False,False,0.0389988974,0.3174849621,False,7,False,3,False,TLS 1.3,0,Warning,0.6472121659,Warning
False,0.3470585125,False,0.6799385748,False,0.8469079809,neutral,neutral,none,False,False,False,0.0273145034,0,False,False,0,0,0,0.1355741591,0.0113780102,False,True,False,False,0.0922512583,False,0,0.1662949114,0.0791817797,,False,False,0.4429447753,False,True,0.3426887084,False,0.3309368501,0.3414007509,0.5596507336,True,4,False,0.2690235646,True,0.3751033097,invalid,0.5136488212,0.279373104,False,True,True,True,gift_card_request,0.5156907726,False,True,True,0.2713517379,0.4136587896,False,5,False,2,False,TLS 1.2,0,Warning,0.5749103938,Warning
False,0.2366001379,True,0.3307136632,False,0.5653543356,neutral,temperror,none,False,True,False,0.0433025494,0,False,False,0,0,0,0.0584021862,0.1481096752,True,False,False,False,0.0014310641,False,0,0.2201959014,0.0392818997,,False,False,0.2010024244,False,False,0.4437331682,False,0.562518736,0.4836104561,0.2545584295,True,7,False,0.5812743771,False,0.2876387456,no_ssl,0.4966627753,0.5218009087,False,True,True,True,bank_detail_update,0.3710938785,False,False,False,0.3655897686,0.6017788335,False,11,False,0,True,TLS 1.2,0,Warning,0.6012279873,Warning
False,0.9754897508,False,0.0045123878,False,0.0991980183,neutral,pass,pass,True,False,False,0.0348454823,0,False,False,0,0,1,0.013771964,0.0274666253,False,False,False,False,0.0041302973,False,0,0.0168121915,0.0037158696,,False,False,0.9700301571,False,False,0.8902788285,False,0.0931687971,0.0765743593,0.9910669132,False,4,False,0.7518972858,False,0.8554478306,valid,0.0478768889,0.0894294095,False,True,False,False,link_click,0.0183385405,False,True,False,0.0705646822,0.5992664969,False,2,False,0,False,TLS 1.2,0,No Action,0.1343630961,Not-Warning
True,0.4803010826,False,0.3641957322,False,0.5848625154,fail,temperror,fail,True,False,False,0.0804604254,0,False,False,0,0,0,0.0674092011,0.0676171124,False,False,False,True,0.0946654436,False,2,0.2578906201,0.007085735,,True,False,0.2642710422,False,False,0.371312928,False,0.6923097121,0.6229987991,0.2761639657,True,2,False,0.3868098672,False,0.4693458189,no_ssl,0.2590507227,0.4013106411,False,False,True,True,invoice_payment,0.3687526559,False,False,False,0.177252298,0.6445396419,False,1,False,2,False,,0,Warning,0.4831555553,Warning
False,0.805691085,False,0.0659110958,True,0.014145768,neutral,pass,fail,True,False,False,0.0792732061,0,False,False,0,0,0,0.0751718354,0.0251545956,False,False,False,False,0.0005125655,False,1,0.0672669711,0.0218815938,,False,False,0.8291714892,False,False,0.8273891179,False,0.031550081,0.0785083594,0.8763754041,False,5,False,0.8507969215,False,0.8753996767,valid,0.0547649651,0.0210902904,False,True,False,False,meeting_request,0.1275305462,False,False,False,0.0721499076,0.6393778065,False,2,True,0,False,TLS 1.2,0,No Action,0.1468979298,Not-Warning
True,0.233870438,True,0.7714548572,False,0.4202745166,neutral,fail,temperror,True,False,False,0.2245472537,0,False,False,0,0,7,0.1528578881,0.0181818824,True,False,False,False,0.063323995,False,0,0.2988364141,0.0529114345,,False,False,0.2034443066,False,False,0.3610910991,False,0.6204808993,0.3446208694,0.3739061003,False,7,False,0.3053556203,False,0.2714607522,no_ssl,0.7223111419,0.3492223957,False,False,True,True,bank_detail_update,0.5114505915,False,True,False,0.007790697,0.6716394465,False,8,False,0,False,,0,Warning,0.6429952317,Warning
False,0.7828886527,False,0.1436363603,False,0.1435887244,neutral,pass,pass,True,False,False,0.0666894362,0,False,False,0,0,0,0.0660258365,0.0130026441,False,False,False,False,0.0064876923,False,0,0.0458663293,0.0297192529,,False,False,0.7598725447,False,False,0.9480272718,False,0.0525438853,0.0554742555,0.8985265002,False,2,False,0.771807557,False,0.7716859309,valid,0.0132352226,0.041797566,False,True,False,False,none,0.144011982,False,True,False,0.002375046,0.6199660544,False,6,False,0,False,TLS 1.2,0,No Action,0.0816175916,Not-Warning
False,0.7714003942,False,0.0404600036,True,0.1097247776,neutral,neutral,pass,True,False,False,0.0877601295,0,False,False,0,0,0,0.0033105673,0.0209745281,False,False,False,False,0.0034690292,False,0,0.0441668958,0.0026959548,,False,False,0.9037062716,False,False,0.9857640023,False,0.0356013564,0.0918372388,0.8439434208,False,7,False,0.8415752225,False,0.7996854568,valid,0.0438061806,0.0099562973,False,True,False,False,link_click,0.1657179547,False,True,True,0.012632569,0.5158205741,False,7,False,0,False,TLS 1.3,0,No Action,0.1422702828,Not-Warning
False,0.4456411282,True,0.3151563782,True,0.4901138693,neutral,pass,none,True,False,False,0.1980544438,0,False,False,0,0,1,0.2263007673,0.0141416332,True,False,False,False,0.1388701609,False,1,0.1604373352,0.052030096,,False,True,0.3936797161,False,False,0.3834179405,False,0.6780702237,0.3559830492,0.5518034733,False,5,False,0.412059736,False,0.3149226913,no_ssl,0.4398510966,0.2455832797,False,False,True,True,wire_transfer,0.497871892,False,False,False,0.1764360779,0.3041824052,False,2,False,1,True,,0,Warning,0.4608207779,Warning
False,0.1637198718,False,0.6342139742,False,0.2638407177,fail,pass,none,False,False,False,0.2203071161,0,False,False,0,0,0,0.1435334727,0.0970442138,False,False,False,False,0.0988403809,False,2,0.0054662195,0.0067313876,,True,False,0.4993660219,False,True,0.3459353377,False,0.5090883254,0.3219073828,0.363924097,False,5,False,0.3752377768,False,0.3130900762,no_ssl,0.7709821374,0.3652555901,False,False,False,True,none,0.3613759463,True,True,False,0.3086516571,0.4321837368,False,3,False,0,False,TLS 1.1,0,Warning,0.4358730505,Warning
False,0.7510697949,False,0.0405014621,True,0.0047239892,pass,pass,fail,True,False,False,0.0044145159,0,False,False,0,0,0,0.0659758413,0.0137110876,False,False,False,False,0.021403167,False,1,0.0201039116,0.0124179955,,False,False,0.8148430083,False,False,0.9829922658,False,0.1341852519,0.0474351116,0.829042421,False,6,False,0.9925461074,False,0.7705942136,no_ssl,0.0815488925,0.0831014473,True,True,False,False,link_click,0.0949143243,False,False,False,0.0502112202,0.401252983,False,1,False,0,False,TLS 1.2,0,No Action,0.0777055975,Not-Warning
