sender_known_malicious,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_count,dns_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing-keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,total_components_detected_malicious,Analysis_of_the_qrcode_if_present,Final Classification,Binary_Label
0,0.7983305740275476,0,0.1092884874330715,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.62745482055759,0,1,0.8779530042063612,0,IN,6953,0.8947778703556821,0,1,0,0.5961251168218977,0,0.089952365784753,0,none,0.0909618812827984,0,0,0,0.0248101821481976,0.1665796514514213,0,permerror,temperror,permerror,1,not available,1,0,0,0,0,0.5436692166550483,valid,0.2819961362415807,0.0,0,1,0,0,No Action,Not-Spam
0,0.7160110890639597,0,0.3744611150285527,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.3576263344096131,0,1,0.6203892833859054,0,unknown,31888,0.7634466936034112,0,5,0,0.6171336676708353,0,0.2100781513240999,0,none,0.87513273441218,0,1,0,0.4739668975199166,0.9283075320470228,1,pass,pass,pass,1,TLS 1.3,5,0,3,0,0,0.8713599370982958,valid,0.069426759690576,0.2215920262605754,0,1,0,0,Spam,Spam
0,0.8347121015873452,0,0.1380882258860086,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,1.0,0,1,0.7355952257450431,0,IN,not available,0.793121825888311,0,1,0,0.8434987229548598,0,0.1438830307003425,0,none,0.2595528250175021,0,0,0,0.0432746662938491,0.7988404793226203,0,pass,pass,pass,0,TLS 1.3,1,0,0,0,0,0.7976915434798683,valid,0.0,0.1990974795142157,0,1,0,0,No Action,Not-Spam
0,0.3875179122565569,0,0.1221906776668389,1,0,0,0.0,2,1,0,2,3,0.9022553219204554,0.6677049621708104,0,1,0,0,0.5761262375307384,0,0,0.0,0.0,0,0,0,0.951549577765692,0,0,1.0,0,US,40346,0.6610925084262591,0,4,0,0.6113312933284419,0,0.0,0,none,0.2249926520188408,0,0,0,0.1302701704661774,0.5996390357552064,0,pass,pass,pass,1,TLS 1.2,3,0,0,0,0,0.5239832310395162,no_ssl,0.3720317769507116,0.1916194147400449,0,1,4,0,Malicious,Not-Spam
0,0.6830028586035991,1,0.7926206308312667,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.6705784446450185,0,0,0.7047102346910865,0,DE,42735,0.5508613545291576,0,4,0,0.331924621081052,1,0.5031948481924557,1,credentials,0.5851742818555639,0,0,0,0.2870541266424127,0.4662330321372497,0,pass,pass,pass,1,TLS 1.2,4,0,2,0,0,0.1971142750536877,valid,0.7168126645153652,0.0,0,0,0,0,Warning,Not-Spam
0,0.7285283992889457,0,0.0260103099708627,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.8399281785934465,0,1,0.9571485589430974,0,IN,68155,0.6680175314812463,0,5,0,0.5269605052810472,0,0.0934775352518714,0,none,0.2033600732680554,0,0,0,0.1884493587917548,0.3491223633433008,0,pass,pass,pass,1,TLS 1.3,5,0,0,0,0,0.8556482743325845,valid,0.295068184769482,0.4282274427769645,1,1,0,0,No Action,Not-Spam
0,0.8304936065912347,0,0.0026571301786216,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.7902965555003617,0,0,0.9412069031264392,0,IN,56891,0.9929619339744704,0,1,0,0.6284589895835491,0,0.0726390428041315,0,none,0.1467603032460715,0,0,0,0.168091934571124,0.0,0,pass,pass,pass,0,TLS 1.2,0,0,0,0,0,0.936456128753585,valid,0.2576257914920317,0.2936295871055226,0,0,0,0,No Action,Not-Spam
0,0.3428676779517023,0,0.2709141483135509,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.7832243709353716,0,1,0.571929503548149,0,RU,55086,0.459840009587013,0,4,1,0.575160378271837,0,0.7424891511927092,0,none,0.5448210636209485,1,0,0,0.3420001398666324,0.3166884311902297,0,neutral,permerror,fail,1,TLS 1.3,3,1,2,0,0,0.882145627158649,valid,0.0,0.2860360402526829,0,1,0,0,Spam,Spam
0,0.3930798440826886,1,0.1911221587717759,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.2646200429135185,0,1,0.5105026617011389,0,FR,not available,0.4313274570127661,0,4,0,0.7633956910170063,0,0.4749171799462657,0,none,0.6240948870042876,1,0,0,0.5163882405016323,0.8510271062081859,0,pass,permerror,fail,0,TLS 1.2,1,0,0,0,0,0.5635992689692486,valid,0.0180663969940196,0.3040072612274907,1,1,0,0,Spam,Not-Spam
0,0.7645013714477519,0,0.0394272461432902,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.8644876465809082,0,0,0.8881862314058344,0,BR,43842,0.925390872355474,0,3,0,0.6677424790288264,0,0.1166510157746474,0,none,0.270092058124149,0,1,0,0.0856948441827618,0.2891857917947223,0,temperror,none,softfail,1,TLS 1.3,3,0,0,0,0,0.8125067627461658,no_ssl,0.2392148892937143,0.0,1,1,0,0,No Action,Not-Spam
0,0.816995167952652,1,0.2893749919905272,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,1,0,0.3719769163474598,0,1,0.3957416075055562,0,CN,65778,0.5492104744765609,0,3,0,0.6223128645409188,0,0.0,0,credentials,0.6549230495543769,0,0,1,0.3690335789694254,0.8439853154975234,0,fail,none,fail,1,TLS 1.2,3,1,0,0,0,1.0,valid,0.5081772965868596,0.5407898997709631,0,1,0,0,Spam,Spam
0,0.8467223149713036,0,0.2146372004279484,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.1227677314459241,0,0,0.0,0,GB,26257,0.648994124032195,0,6,0,0.9652440956922268,0,0.0638513437637803,0,none,0.5548466724272337,1,1,1,0.8048984035638297,0.9197768855984592,0,pass,pass,pass,0,TLS 1.3,5,0,1,0,0,0.9163752186997975,no_ssl,0.5424213425435609,0.0032855503601576,0,1,0,0,Spam,Spam
0,0.2181159379884997,1,0.2624681167410694,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.565097722168161,0,0,0.789158181880211,0,unknown,39345,0.3244588391467106,0,14,0,0.5763097976672777,1,0.2976838588779358,0,none,0.5439976835977278,1,1,1,0.5985188693840062,0.7461732777011545,0,pass,fail,pass,1,TLS 1.2,15,1,1,0,0,0.3107113773089545,valid,0.1228094045082208,0.341918793512977,1,1,0,0,Spam,Spam
0,0.4528465075041564,0,0.1086361344376959,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0678618211951271,0,1,0.6905314075363957,0,unknown,14414,0.4908490497598627,0,11,0,0.6434329881524817,0,0.097374544748502,1,none,0.4745023057966264,1,1,1,0.7598793849300847,0.4088041537603352,0,pass,none,none,0,TLS 1.3,13,1,5,0,1,0.547308136781902,valid,0.3663233464193904,0.2780932635331288,0,0,0,0,Spam,Spam
0,0.953621586126983,0,0.1240428628989684,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.7858275173613699,0,0,0.7089233956600651,0,DE,65279,0.911724444404397,0,1,0,0.327734796089683,0,0.0551669508204056,1,none,0.2945231332640075,0,0,0,0.027658780272904,0.426968525529377,0,pass,pass,pass,1,TLS 1.3,0,0,0,0,0,0.7451484710317494,self_signed,0.1885087380909364,0.3020171831508799,0,1,0,0,No Action,Not-Spam
0,0.525429939707987,0,0.2194066483661415,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.7824138861618559,0,0,0.4310772104960679,0,RU,9895,0.7751752342377978,0,4,0,0.6858699340984058,0,0.255025230324822,0,none,0.6685717207533357,1,1,1,0.5201303533722216,0.8193535159958131,0,pass,pass,pass,1,TLS 1.2,3,1,1,0,0,0.4472460997623971,valid,0.369061911232954,0.026453978142753,1,1,0,0,Spam,Spam
0,0.7044425137695711,0,0.0985129490203551,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.9395855256849052,0,0,1.0,0,IN,8478,0.7571871851412941,0,1,0,0.6460135591670015,0,0.1278688852720214,0,none,0.3257255549490886,0,0,0,0.0585741696438818,0.5176358524447365,0,pass,pass,pass,1,TLS 1.2,0,0,0,0,0,0.8757159014506524,valid,0.3973152319366606,0.0,0,1,0,0,No Action,Not-Spam
0,0.8438131356582685,0,0.1057706437535411,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,1,0,0.8314054656655767,0,0,0.973738512924905,0,DE,not available,0.8301399376406831,0,1,0,0.7983409067963123,0,0.1570228802495756,0,none,0.306749019435133,0,0,0,0.1536290196571865,0.4964015253286815,0,pass,pass,pass,1,TLS 1.3,1,0,0,0,0,0.8895393011812204,valid,0.3252777653500015,0.024410367840437,0,1,0,0,No Action,Not-Spam
0,0.6265067533533796,0,0.0219285257738025,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.8711060027967996,0,0,0.7867651798347115,0,US,10585,0.6087901951733448,0,1,0,0.8700793981811418,0,0.0784606568569186,0,none,0.062772319395176,0,0,0,0.038478316942738,0.1727895496807926,0,pass,pass,pass,0,TLS 1.3,1,0,0,0,0,0.8907779396923197,valid,0.3995241082939652,0.4689096978745546,1,1,0,0,No Action,Not-Spam
0,0.3922664118464108,1,0.7094045271723247,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.9174008516290764,0,0,0.4942423684255249,0,IN,89388,0.3150240516982017,0,3,0,0.5583419330835031,0,0.7206751933481802,1,wire_transfer,0.4273060814344463,0,0,0,0.4176705116214134,0.6152214381319161,0,fail,none,none,1,TLS 1.3,3,1,2,0,0,0.1135334420076184,valid,0.8017305710050169,0.2573412580838323,0,1,0,0,Warning,Not-Spam
0,0.3245590773180221,1,0.2532826848608964,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,1,0,0.4382486069585383,0,0,0.4569785178235339,0,DE,38584,0.6081453492979785,0,3,0,0.6972168994620556,0,0.3748062311332749,0,meeting_request,0.4742578592320045,0,0,0,0.4664766557358458,0.948522018659519,1,fail,fail,fail,0,TLS 1.3,3,0,2,0,0,0.5126391724087512,valid,0.3764870575268449,0.4575394182568251,1,1,0,0,Spam,Not-Spam
0,0.7701668244732734,0,0.2797902534251759,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.7215548898844303,0,0,0.2961833657288558,0,DE,28674,0.0664935644435392,0,0,0,0.7329400741297563,0,0.2141929218868189,0,none,0.6864094387571253,1,0,1,0.277927512292683,0.923221576519204,0,pass,neutral,pass,1,TLS 1.2,0,0,0,0,0,0.8357540816246822,valid,0.0468280776695623,0.619832322747158,0,1,0,0,Spam,Spam
0,0.640324298508067,0,0.3445016957378976,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.7808593040426667,0,1,0.5786821869519987,0,US,98469,0.3531823004991453,0,5,1,0.9855182786521404,1,0.3665710087532305,0,credentials,0.6840973966118904,0,0,0,0.3779200460370781,0.6204587923967714,0,fail,fail,pass,0,TLS 1.1,5,0,1,0,0,0.518298825622531,invalid,0.4318852957555582,0.0790059462187872,1,1,0,0,Spam,Spam
0,0.3621670249782245,0,0.2327008394284331,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.3590963349791182,0,0,0.739116452731969,0,US,not available,0.2635757666030244,0,12,1,0.9881748638920044,0,0.1102036313473809,0,none,0.37842492146792,1,1,1,0.8017814611242168,0.6330928033742885,0,temperror,pass,pass,0,TLS 1.3,14,1,2,0,0,0.2943039139742921,valid,0.3668220521143335,0.1163219759134001,1,0,0,0,Spam,Not-Spam
0,0.741905073475346,0,0.0,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.5862019384260153,0,0,0.594942195479733,0,BR,56916,0.2736564232257387,0,2,0,0.4600798382595272,0,0.168593658003213,0,none,0.7630654137953435,0,1,0,0.4346850384942219,0.5856763216861467,1,pass,pass,pass,0,TLS 1.2,1,0,0,0,0,0.5184545965462762,valid,0.2377558204982894,0.8171950351367792,0,1,0,0,Spam,Spam
0,0.3895747851322412,0,0.100195172354831,1,0,1,0.0,1,1,0,0,7,0.9124060788496232,0.6585766289798496,1,0,0,0,0.4047132633373737,1,0,0.0,0.0,0,0,0,0.6526046667812483,0,0,0.9694324599134656,0,US,66323,0.4364959651794683,0,5,0,0.5441008829801914,0,0.0580789488928775,0,none,0.3359070125254194,0,0,0,0.1059979335880232,0.377811273392824,0,fail,fail,fail,0,TLS 1.3,5,0,0,0,0,0.8176388360953157,invalid,0.0,0.3544510605012795,0,1,4,0,Malicious,Not-Spam
0,0.6096417363625408,0,0.2123251176567074,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.7676499261524151,0,1,0.3408090439595086,0,GB,30655,0.98435994085845,0,6,1,0.4527543355654937,0,0.203139380358379,0,none,0.6046170092061297,1,1,0,0.567828251566174,0.904946282359651,0,pass,pass,pass,1,TLS 1.2,6,0,2,0,0,0.6485188630283839,valid,0.7351469054309322,0.0,1,1,0,0,Spam,Spam
0,0.6520197395626837,0,0.0179685964771366,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,1,0,0.5710939915955939,0,1,0.2199449226246904,0,GB,33707,0.3376369847216781,0,5,0,0.3213631527272,0,0.2701548975363584,1,link_click,0.6525754277009568,0,0,0,0.5178784651795663,0.7391149281857635,0,softfail,fail,temperror,0,TLS 1.2,4,0,0,0,0,0.8195240142887258,valid,0.3361099153819739,0.0384714131679887,0,1,0,0,Spam,Spam
0,0.4113850149498768,0,0.4807267812414502,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.7363992908446444,0,0,0.2970778346393268,0,FR,92679,0.3927658599433691,0,2,0,0.4165047590824503,1,0.3186684616607566,1,credentials,0.5933110574648153,1,0,0,0.3727403035878415,0.5385988411357655,0,pass,fail,pass,1,TLS 1.3,2,1,2,0,0,0.3006273097481108,no_ssl,0.4202027052989254,0.3454554825359195,0,0,0,0,Spam,Spam
0,0.305325802496858,0,0.1072944636778587,1,0,0,0.0,1,0,0,2,5,0.7458322304062277,0.6830880774163818,0,0,0,0,0.7932623575556336,1,0,0.0,0.0,0,0,0,0.7367652841841434,0,0,0.4249929475730241,1,CA,not available,0.490051560856547,0,5,0,0.3624663870603176,0,0.0,0,none,0.2376080503491113,0,1,0,0.2441417090676879,0.4200696713559763,0,fail,fail,fail,0,TLS 1.3,5,0,0,0,0,0.9028824936929724,valid,0.5447867979118263,0.1854611062732817,1,1,1,0,Malicious,Not-Spam
0,0.8659371203105393,0,0.0902263191056703,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,1,0,0.8524860365134617,0,0,0.8930143914530233,0,RU,48973,0.9323547834756792,0,1,0,0.8602752769585836,0,0.1364408151865774,0,none,0.0450469270402711,0,0,0,0.0394451458544764,0.4252896819018215,0,pass,pass,pass,1,TLS 1.3,1,0,0,0,0,1.0,no_ssl,0.2413761890471153,0.3308085101250369,1,1,0,0,No Action,Not-Spam
0,0.4105143250357058,0,0.7257446590236027,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.7781232405060512,0,1,0.5294071698838577,0,BR,48915,0.265039866712503,0,1,0,0.6223244939939676,0,0.6394064414034559,1,wire_transfer,0.4656438149859668,0,0,0,0.3446963269127411,0.3439753960416347,0,pass,pass,pass,1,TLS 1.3,1,0,3,0,1,0.3431223712437337,valid,0.8087764981163135,0.3374044807174881,0,1,0,0,Warning,Not-Spam
0,0.2745873936200952,0,0.0,1,0,1,0.0,3,1,0,2,7,0.9182318178983084,0.841843403030748,1,0,1,0,0.4304514530671672,1,0,0.0,0.0,0,0,0,0.4212597666042574,0,0,0.8069512472723583,0,US,9288,0.0277113329240879,0,2,0,0.4572786176312893,0,0.1103595740436327,1,none,0.1758952913859409,0,1,0,0.0052440025391716,0.4741300325257699,0,none,none,none,1,TLS 1.2,2,0,0,0,0,0.8303180912338501,valid,0.1427853965336282,0.2096606559886643,0,0,2,0,Malicious,Not-Spam
0,0.3543888425127426,0,0.097792771470831,1,0,1,0.0,2,0,0,3,4,0.8671708596381353,0.8927961576903974,0,1,0,1,0.6956161096113096,0,0,0.0,0.0,0,0,0,1.0,0,0,0.6098444619683568,0,BR,17757,0.4482720243668558,0,3,0,0.5203685061376617,0,0.1984944217146504,0,none,0.442564639760522,0,0,0,0.113531056414643,0.5507913220773065,0,pass,pass,pass,1,TLS 1.1,3,0,0,0,0,0.6941005955916024,valid,0.2602698618002235,0.2679782863154096,0,1,4,0,Malicious,Not-Spam
0,0.6311141440140662,0,0.0125040952151727,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.8187768484376204,0,0,0.9904812439797664,0,CN,72278,0.7960406480756599,0,2,0,0.5645582137947217,0,0.0248090718694733,0,none,0.1914685180334562,0,0,0,0.0299009600215727,0.4617878037059486,0,pass,pass,pass,1,TLS 1.1,2,0,0,0,0,0.8561290130889676,valid,0.1532689683789402,0.0889912383408111,0,1,0,0,No Action,Not-Spam
0,0.8682549705683923,0,0.0735560944051712,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.7941710384127182,0,0,0.7117074572629948,0,US,77520,0.6619703063709752,0,1,0,0.882656018175583,0,0.045577630066872,0,none,0.152797404640739,0,0,0,0.0033145444471418,0.6854023681571827,0,none,fail,fail,1,TLS 1.2,1,0,0,0,0,0.9533627043542876,valid,0.2262972818566058,0.3111617492817527,1,1,0,0,No Action,Not-Spam
0,0.5736624055021383,0,0.4523531874181081,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.5202324770435188,0,1,0.6452345934747683,0,RU,36541,0.4114398993811647,0,14,0,0.6033827508583367,0,0.3409010579640614,1,none,0.378055592796537,1,1,1,0.740680862938009,0.2683127088970387,0,pass,fail,neutral,0,TLS 1.1,14,0,3,0,0,0.1977283376514735,valid,0.6412948545022001,0.560960204933649,0,0,0,0,Spam,Spam
0,0.504040066055526,0,0.4465015617651133,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.4340023892454792,0,1,0.4364766794897242,0,CN,23027,0.7873578287393759,0,4,1,0.918854475822857,0,0.798311809417122,0,none,0.4993030291296468,0,0,0,0.1920826531444374,0.5211004556525121,0,pass,fail,none,1,not available,3,0,1,0,0,0.6920118511692686,invalid,0.3419139225457169,0.2400538779789625,0,0,0,0,Spam,Spam
