spf_result,dmarc_result,user_marked_as_spam_before,image_only_email,url_count,url_reputation_score,total_links_detected,sender_domain_reputation_score,smtp_ip_reputation_score,return_path_reputation_score,content_spam_score,marketing-keywords_detected,bulk_message_indicator,unsubscribe_link_present,html_text_ratio,Binary_Label
fail,none,0,0,3,0.1135334420076184,3,0.3922664118464108,0.3150240516982017,0.9174008516290764,0.4273060814344463,0.4176705116214134,0,0,0.6152214381319161,Not-Spam
fail,fail,0,1,3,0.5126391724087512,3,0.3245590773180221,0.6081453492979785,0.4382486069585383,0.4742578592320045,0.4664766557358458,0,0,0.948522018659519,Spam
pass,pass,1,0,0,0.8357540816246822,0,0.7701668244732734,0.0664935644435392,0.7215548898844303,0.6864094387571253,0.277927512292683,0,1,0.923221576519204,Spam
fail,pass,0,0,5,0.518298825622531,5,0.640324298508067,0.3531823004991453,0.7808593040426667,0.6840973966118904,0.3779200460370781,0,0,0.6204587923967714,Spam
temperror,pass,1,0,12,0.2943039139742921,14,0.3621670249782245,0.2635757666030244,0.3590963349791182,0.37842492146792,0.8017814611242168,1,1,0.6330928033742885,Spam
pass,pass,0,1,2,0.5184545965462762,1,0.741905073475346,0.2736564232257387,0.5862019384260153,0.7630654137953435,0.4346850384942219,1,0,0.5856763216861467,Spam
fail,fail,0,0,5,0.8176388360953157,5,0.3895747851322412,0.4364959651794683,0.6526046667812483,0.3359070125254194,0.1059979335880232,0,0,0.377811273392824,Not-Spam
pass,pass,1,0,6,0.6485188630283839,6,0.6096417363625408,0.98435994085845,0.7676499261524151,0.6046170092061297,0.567828251566174,1,0,0.904946282359651,Spam
softfail,temperror,0,0,5,0.8195240142887258,4,0.6520197395626837,0.3376369847216781,0.5710939915955939,0.6525754277009568,0.5178784651795663,0,0,0.7391149281857635,Spam
pass,pass,1,0,2,0.3006273097481108,2,0.4113850149498768,0.3927658599433691,0.7363992908446444,0.5933110574648153,0.3727403035878415,0,0,0.5385988411357655,Spam
fail,fail,0,0,5,0.9028824936929724,5,0.305325802496858,0.490051560856547,0.7367652841841434,0.2376080503491113,0.2441417090676879,1,0,0.4200696713559763,Not-Spam
pass,pass,0,0,1,1.0,1,0.8659371203105393,0.9323547834756792,0.8524860365134617,0.0450469270402711,0.0394451458544764,0,0,0.4252896819018215,Not-Spam
pass,pass,0,0,1,0.3431223712437337,1,0.4105143250357058,0.265039866712503,0.7781232405060512,0.4656438149859668,0.3446963269127411,0,0,0.3439753960416347,Not-Spam
none,none,0,0,2,0.8303180912338501,2,0.2745873936200952,0.0277113329240879,0.4212597666042574,0.1758952913859409,0.0052440025391716,1,0,0.4741300325257699,Not-Spam
pass,pass,0,0,3,0.6941005955916024,3,0.3543888425127426,0.4482720243668558,1.0,0.442564639760522,0.113531056414643,0,0,0.5507913220773065,Not-Spam
pass,pass,0,0,2,0.8561290130889676,2,0.6311141440140662,0.7960406480756599,0.8187768484376204,0.1914685180334562,0.0299009600215727,0,0,0.4617878037059486,Not-Spam
none,fail,0,0,1,0.9533627043542876,1,0.8682549705683923,0.6619703063709752,0.7941710384127182,0.152797404640739,0.0033145444471418,0,0,0.6854023681571827,Not-Spam
pass,neutral,1,0,14,0.1977283376514735,14,0.5736624055021383,0.4114398993811647,0.5202324770435188,0.378055592796537,0.740680862938009,1,1,0.2683127088970387,Spam
pass,none,0,0,4,0.6920118511692686,3,0.504040066055526,0.7873578287393759,0.4340023892454792,0.4993030291296468,0.1920826531444374,0,0,0.5211004556525121,Spam
pass,pass,0,0,1,0.9005822186916391,0,0.7723053379292327,0.7384832366922909,0.8761333209023531,0.0407276265728633,0.1923491249238168,0,0,0.4521330233209773,Not-Spam
pass,fail,1,1,13,0.3136054205549151,16,0.3915964833142035,0.5382858066651715,0.3549092275246995,0.5027097976098488,0.8664860782569558,1,1,1.0,Spam
pass,neutral,0,1,2,0.4278421964600092,1,0.3816159028014111,0.5526101049019513,0.6239550428076449,0.6937736278744018,0.5381484413350831,0,0,0.4649806152299197,Spam
pass,pass,0,0,3,0.8250853339989551,3,0.7766971084799941,0.8635160944621274,0.7048449328398657,0.1536633335756577,0.0942583412473888,0,0,0.6615152546547712,Not-Spam
pass,pass,0,0,0,0.8181203305859032,0,0.7257661315788131,0.8238842933952983,0.8007585808160977,0.1724410044395187,0.1360641360229847,0,1,0.1345953922700687,Not-Spam
pass,pass,0,0,0,0.7993432980082599,0,0.8484625752956148,0.7919579390499231,0.9227382905322208,0.0216389188834938,0.0528320826278595,0,0,0.1567976502905925,Not-Spam
pass,pass,0,0,4,0.5987452534356916,4,0.3240748716857851,0.5290147244400282,0.7240957196166549,0.3601596375789501,0.2540093945011834,0,0,0.5826341797510869,Not-Spam
pass,pass,0,0,5,1.0,3,0.7829324823928159,0.5627243252124469,0.3208002386370996,0.6888788964802108,0.6774575134606917,1,1,0.5874773034342687,Spam
pass,pass,0,0,1,0.90595936496681,0,0.714621398408925,0.7745205916326718,0.824364448938403,0.0859678306990696,0.0946565824512589,1,0,0.6952869151017439,Not-Spam
pass,pass,0,0,4,0.6388345756302163,2,0.90864217150629,0.6249143161571884,0.5698024537256159,0.6052102855099346,0.6202699625516751,1,1,0.4459834132058278,Spam
pass,pass,0,0,2,0.5860045659308752,1,0.7330068837368454,0.950434027512613,0.8140759149166618,0.6673809997078337,0.4147600019337439,1,0,1.0,Spam
pass,pass,0,0,13,0.5496735466628087,11,0.7674888092914828,0.6584943070784861,0.2267314080321516,0.7195884683939764,0.8060232205531735,1,0,0.7458167023619519,Spam
pass,pass,0,0,2,0.6642257806248422,1,0.8400155120710824,1.0,0.909699860821636,0.1205396009250155,0.0124458830107568,1,0,0.5657674495038582,Not-Spam
pass,pass,0,0,8,0.437270928788065,8,0.7494443414083618,0.7585420428766669,0.2910381611957933,0.6247289782087352,0.8950615128170456,0,1,0.8675125406716745,Spam
pass,pass,0,0,1,0.7349813380757814,1,0.883633213151225,0.7460438204863288,0.798706667737377,0.175172953924241,0.1868764838408694,0,0,0.5627444879971426,Not-Spam
pass,none,0,0,2,0.4777695867421149,1,0.5462934052562841,0.3165879574800394,0.2328556179536402,0.7673888110583161,0.4731395504962165,0,0,0.6360056915569854,Spam
none,fail,0,1,4,0.5947222092551938,4,0.809119878940132,0.3953367057587644,0.9067905600469568,0.5750721987090754,0.4616455660778603,0,0,0.7617456655061811,Spam
pass,pass,0,0,4,0.8727496850978194,4,0.7454200967419408,0.7624378028341328,0.745155724344202,0.0051737761198823,0.0744183992434802,0,0,0.3383132513121361,Not-Spam
fail,none,1,0,1,0.5897329060242247,0,0.809347463074226,0.4413093720835606,0.6100316616744278,0.6537521268410128,0.4457164817659969,0,1,0.6560793839094978,Spam
pass,pass,0,0,5,0.497860277298047,5,0.7887079776446286,0.6168436304694425,0.6939138051505813,0.803237100665881,0.5604054703987105,0,1,0.9905511090252366,Spam
fail,pass,1,1,9,0.3374294283015919,13,0.4758825767925905,0.6766359763088431,0.6523887753120216,0.467218233691368,0.7296386594103564,1,1,0.9005992890490792,Spam
pass,fail,0,0,4,0.2784221751434934,3,0.4106504447491192,0.312690051164363,0.4707953240599024,0.7764661595462365,0.1218795284268028,0,0,0.6597811894427241,Spam
pass,pass,1,0,11,0.2537513767111516,11,0.3348536022012094,0.6118355899286257,0.8696808804566348,0.3895050672631456,0.6948994269142318,1,1,0.5622569004256044,Spam
pass,pass,0,0,1,0.8842332778896904,1,0.7126890093377173,0.8510697815444743,0.6923835188983279,0.1465164109360335,0.0544937754492555,1,1,0.4937967884170086,Not-Spam
fail,pass,0,1,3,0.2462136639046188,3,0.4245491904057927,0.3000018387155649,0.5483945666766159,0.6761920766664642,0.512134737045032,1,0,0.3996556062981728,Spam
pass,pass,1,0,4,0.2648839100751811,4,0.8758692836954863,0.9241162911670692,0.5647298882977246,0.8526306898614621,0.3577306569472888,1,1,0.9659588730410152,Spam
fail,fail,0,0,1,0.6163616270819726,1,0.4450175085054672,0.1874253350405393,0.7584531158161721,0.3080103069894986,0.0142787187683,0,0,0.3544835191054046,Not-Spam
pass,pass,0,0,2,0.8896363438774837,1,0.6609111787027164,0.6300147903348229,0.8299352925551348,0.2908864092241693,0.1578625346426366,0,1,0.2222486100060651,Not-Spam
fail,fail,0,0,3,0.7203371114134787,2,0.4122483632973192,0.3968403610338636,0.6952795557503699,0.4331279364661251,0.001707541770732,0,0,0.3593144027923906,Not-Spam
none,none,0,0,5,0.5771972790969885,5,0.4896546749649228,0.2692671614946861,0.4849371660507539,0.367297705896729,0.257488013635634,0,0,0.6126948120187063,Not-Spam
softfail,none,1,0,1,0.1792920259138497,1,0.3940155719984695,0.5708200047820775,0.6638779932321036,0.7365622756813431,0.4648162578517671,0,1,0.7667355152090592,Spam
none,none,0,0,4,0.6547745171467371,3,0.4389267874390538,0.5909664884421266,0.9202892739843256,0.311473500664379,0.1552689013938918,0,0,0.2651002882371027,Not-Spam
pass,pass,0,0,1,0.8132473380309689,0,0.8973321449971454,0.6554452865137738,0.9366452813208448,0.3957083653591386,0.004622415132067,0,0,0.4891224563723761,Not-Spam
fail,fail,0,0,3,1.0,2,0.2501376091665367,0.3994665501381907,0.6124374789960543,0.2827469504939104,0.1113627665341655,0,0,0.4911913751751642,Not-Spam
pass,none,1,1,14,0.2047101672288662,14,0.6032468419246383,0.5142366478667796,0.5271129016752626,0.5157361112286467,0.6624672997983191,1,1,0.9613400456963704,Spam
pass,pass,1,0,8,0.2276973278681599,8,0.8249537639352685,0.7544714696251972,0.6962278307143369,0.8452733044960281,0.6692995407682827,0,1,0.8367236623872665,Spam
pass,pass,0,0,1,0.8833249748720223,0,0.9027662608204914,0.889651609202856,0.7422886410262419,0.3887504291228825,0.1091803183550258,0,0,0.4469272129680149,Not-Spam
pass,pass,0,0,2,0.767160550243332,1,0.8516457118558176,0.7984515194630195,0.9030879659289062,0.1855610881413553,0.0623820990513393,0,0,0.6151698581086795,Not-Spam
pass,pass,0,0,3,0.6144127867088868,1,0.8852459890213397,0.6430700253873103,0.4746678236938451,0.8140267697143799,0.5773193629468338,1,1,0.4443027786107535,Spam
pass,pass,0,0,2,0.8682311666256805,1,0.8813786134053906,0.8077432732336199,0.9279322436185689,0.3636111599129625,0.1628559663088198,0,0,0.8282500661255596,Not-Spam
fail,fail,0,0,4,0.2491147143399624,3,0.5799845730146759,0.6357026602396545,0.3647459076148655,0.5950020645797078,0.4597843221981155,0,0,0.9918271623204872,Spam
fail,fail,0,0,3,0.886610920122565,2,0.5448578817211257,0.3335002547078933,0.8019473773009654,0.4129214721410503,0.2569811382755382,0,0,0.6227025461067627,Not-Spam
fail,pass,1,0,20,0.26931631360129,24,0.440120094146267,0.4446634752287938,0.2931556869889138,0.5323525284679753,0.8273174732893384,1,1,0.7500918372385947,Spam
pass,pass,0,0,3,0.7049698024411857,2,0.8056358504661252,0.569861313569692,0.8250997024868029,0.0873013840627689,0.0903712528434705,1,0,0.3282635381239062,Not-Spam
neutral,fail,0,0,2,0.8464158956165714,1,0.5806648286742132,0.6341950421843691,0.2825300553268819,0.5180021913716185,0.3434128249685959,0,0,0.7686223215054133,Spam
pass,pass,0,0,9,0.8844487678263543,8,0.6354437578482873,0.65411127909549,0.6699043973988248,0.7530225588945363,0.4823184536895302,1,0,0.7389508814427789,Spam
pass,pass,0,0,4,0.9119302527320956,3,0.7675941140766912,0.8581785158740929,0.9349779234634776,0.2479612857931325,0.1563109666851944,0,0,0.048489753997244,Not-Spam
fail,softfail,0,1,2,0.5519705468921047,1,0.6477974110457193,0.3515865019930057,0.9262419516014664,0.5539371735751892,0.2207593261074099,0,1,0.9251925889924086,Spam
pass,fail,1,0,8,0.4787822131524776,10,0.5531554754058309,0.4430001834460352,0.8864972980795346,0.5136562208150681,0.7433864424993442,1,1,0.5485118089249741,Spam
pass,pass,0,0,3,0.8211614954196009,3,0.9203460096071884,0.6149624307871483,0.8773114032004808,0.1152976441756605,0.0358052856101286,0,0,0.9307226971298078,Not-Spam
pass,fail,0,0,6,0.9384682745637536,6,0.4138842101413537,0.3943534358595148,0.2988653698848361,0.4829478128914177,0.5574515599310044,0,1,0.6074963425377377,Spam
pass,pass,0,0,3,0.9041356663950642,2,0.7232052782404318,0.6818092288346345,0.9736945161001234,0.0464220692490744,0.1737700721434279,0,0,0.3026889150142667,Not-Spam
pass,pass,0,0,9,0.677977363894479,8,0.5742788725142463,0.6928977411083689,0.2238913309505181,0.6537714234491604,0.4856735596554344,0,1,0.9284770287948252,Spam
pass,pass,0,0,1,0.7867378395028648,1,0.8261979186731546,0.8406391541162441,0.752607381602077,0.3895739983458265,0.1318503300551002,0,0,0.3753431346535479,Not-Spam
fail,fail,0,0,2,0.8749597924855435,2,0.4609681379564755,0.4758162804228287,0.6533360277524981,0.4598928977715391,0.2480956722573543,0,0,0.5285651650848877,Not-Spam
pass,pass,0,0,0,0.8449618930946615,0,0.8409527686991399,0.9719839227888714,0.8942017068776128,0.027435236580548,0.1004817882651834,0,0,0.3813937019254643,Not-Spam
none,none,0,0,3,0.8073632413318244,2,0.6744574588822106,0.7133540030887661,0.2896269419199375,0.7789993416693352,0.4138536900672675,0,0,0.8487757076809133,Spam
fail,fail,0,0,2,0.5878857843060001,1,0.7237759610277238,0.3574419784587307,0.3651423531173708,0.5259746514151887,0.4430766007320648,0,0,0.7782087332573774,Spam
pass,pass,0,0,0,0.8825056735470163,0,0.7316751414642868,0.6926794629166066,0.8045948450081833,0.3472194191579941,0.0249942327277088,1,0,0.4829619684583777,Not-Spam
pass,pass,1,0,0,0.7300374243056471,0,0.2059447606741244,0.0,0.784229519186789,0.5195510570361335,0.7629622201226548,0,0,0.7779397884979216,Spam
fail,none,1,0,13,0.2469531943409719,15,0.57544538533275,0.5994813165374837,0.5592505925273965,0.3821603395588734,0.895287867392275,1,1,0.9275157806570278,Spam
softfail,permerror,0,0,4,0.9482950542933106,4,0.6449990935247562,0.8020698020198971,0.7805653785801152,0.2482257229877427,0.0732342791876927,1,0,0.680623547459615,Not-Spam
pass,pass,0,0,0,0.7105110289001594,0,0.8381299797894484,0.7897217521559637,0.9746930096815156,0.0676097348402523,0.1435927471971042,0,0,0.402957713457674,Not-Spam
pass,pass,0,0,2,0.8702642635125547,2,0.9914760355264264,0.8315468346690493,0.88933020955132,0.2344327877882017,0.0159268405919951,0,0,0.8423297061952971,Not-Spam
pass,pass,0,0,0,0.8588765784437274,0,0.9838533916616098,0.7963668331705197,0.7145368273902947,0.1123859800401875,0.1316319291597251,1,0,0.6426675369595543,Not-Spam
fail,fail,0,0,2,0.4445801441643804,2,0.5387090394720472,0.8034390061078062,0.6350066944007012,0.6121022624729604,0.5649449399112524,0,0,0.3678193663041703,Spam
pass,pass,0,0,0,0.6926249280540667,0,1.0,0.7589136899418784,0.7918420982886767,0.0685432158715903,0.1072836326411746,0,0,0.778946810627266,Not-Spam
pass,pass,0,0,1,0.9027346086689152,0,0.8622540279598997,0.6586218389061218,0.8194493523424193,0.3452869987508723,0.0495117475309396,0,0,0.6613678057382453,Not-Spam
pass,pass,0,0,5,0.4841444054107613,4,0.6033857971210164,0.6179853402202639,0.6666778979922824,0.652870808911698,0.7313679714925894,0,1,0.3050209937861199,Spam
pass,pass,0,0,9,0.3337167470152158,9,0.8797651482006363,0.6453292895496034,0.5435199162791959,0.7613067617244005,0.5395701689434945,0,1,0.6290217860248692,Spam
fail,fail,0,0,1,0.3736248723074684,1,0.3795851458338548,0.2928601475484003,0.4688186123382536,0.5897553013784949,0.4154610988027638,0,0,0.7168608066222416,Not-Spam
pass,pass,0,0,1,0.8773469952849106,1,0.6246486787358683,0.7934520815275018,0.6901792487399232,0.2994791337015797,0.00919388507502,0,0,0.6159314101719476,Not-Spam
pass,pass,0,0,0,1.0,0,0.9003007159324528,0.7591099785233247,0.867212400359402,0.1110880785009757,0.1364819003178346,0,1,0.4842328426778757,Not-Spam
pass,pass,0,0,4,0.8507688754599865,4,0.7227730399697068,0.8953011495115296,0.7996524603678181,0.1218210043362453,0.0540687159904354,0,1,0.3933450243340012,Not-Spam
pass,pass,0,0,5,0.7494832585202797,4,0.4527769979302289,0.3696467910310087,1.0,0.109674393090218,0.1257026273192676,1,0,0.6715762145680496,Not-Spam
pass,fail,1,0,2,0.5014890148739682,1,0.5984112448228243,0.5046291122140131,0.3857071180868598,0.4756183239614295,0.5738804787204858,0,0,0.4478888649370985,Spam
fail,fail,1,0,22,0.2228558023432788,22,0.4477953416869857,0.5472707648391295,0.7024560026931864,0.3604287835709597,0.6838173882136331,1,1,0.7342414744747336,Spam
pass,fail,0,0,3,0.6627900863085271,2,0.4127632845972088,0.1374396326566973,0.6027090249713136,0.7595747569036789,0.4688370584627786,0,1,0.7155644484647495,Spam
pass,pass,1,0,4,0.2687134269657699,4,0.7278329061220215,0.5602259574925497,0.5240451266868426,0.8139887405203521,0.2888527213947439,0,1,0.7603390269892082,Spam
pass,pass,0,0,1,0.3067522195620187,1,0.2940483507669397,0.2474814671662606,0.6797087332311159,0.3212994608575721,0.2586869824785642,0,0,0.3972989477021942,Not-Spam
pass,pass,0,0,1,0.9275845537811496,0,0.954498767988696,0.7083355733438103,0.9788159075809884,0.2419191263191152,0.0633521195580282,0,0,0.3999897383331574,Not-Spam
pass,pass,1,0,15,0.2842889477189855,19,0.196688009715154,0.680842802231854,0.4846766860235011,0.4323283118483413,0.7824871603257695,1,1,0.931580494804754,Spam
pass,pass,0,0,7,0.5077660535930761,7,0.6919051793756156,0.5699217605911948,0.5577456006019673,0.6082762414673303,0.451918012952185,0,1,0.9567633719707124,Spam
pass,pass,1,0,4,0.4959235759595209,4,0.6944552637886207,0.4752783590992095,0.2930684759126133,0.7782823735963543,0.6413647909664072,1,0,0.7319753268028355,Spam
pass,pass,0,0,0,0.8938771979791749,0,0.8878608733898127,0.7339981190922551,0.962441595876013,0.2264036316988443,0.0720926339026937,0,0,0.6993682099233061,Not-Spam
pass,pass,0,0,0,0.7728022079387645,0,0.782604249051348,0.7097624194452992,0.8864848308439888,0.1362453335093479,0.0440770472615815,0,0,0.5237329874214057,Not-Spam
pass,pass,0,0,1,0.7871671315324444,0,0.9407305969088112,0.8461237732588086,0.6782637399552172,0.2330284412595024,0.1228486711235967,0,0,0.9103790745974252,Not-Spam
pass,pass,0,0,1,0.6992082661394001,0,0.8016393549755387,0.9642363414872004,0.7834668322201349,0.0482141781749194,0.1347952744988942,0,0,0.5234605720299168,Not-Spam
pass,pass,0,0,5,0.993047745293384,5,0.7951944316456344,0.8526718261284708,0.2584802910029645,0.5822569945944089,0.8397897091632932,0,1,0.7426809193431456,Spam
pass,pass,0,0,2,1.0,1,0.7936788272566435,0.8499464948994055,1.0,0.0193266310047214,0.1088541385897407,0,1,0.2198606589371803,Not-Spam
none,none,0,0,3,0.787956510091135,3,0.4911755141393283,0.7799678016970184,0.8526214161937302,0.1031484432712865,0.1181041663440601,0,0,0.1233695167761919,Not-Spam
pass,pass,1,0,2,0.3432292226282722,2,0.6413305411238127,0.5373249170564182,0.4128578335230525,0.7421285374815363,0.4002144420276341,1,1,0.7527948618872315,Spam
pass,pass,0,0,2,0.4280072108903851,2,0.5878796001045424,0.2610043019587414,0.8202734695634861,0.7851658953651999,0.1860049631825184,0,0,0.4183830362435143,Spam
pass,pass,1,1,2,0.5162242855412342,2,0.8680820167294172,0.8776871429334517,0.6379013656658118,0.5773458650286696,0.5392032094423918,1,0,0.5440020685975678,Spam
pass,pass,0,0,1,0.1808325738842487,1,0.5119056159756176,0.5234123746102337,0.2053574605006707,0.3070881746289399,0.3827125183554064,0,0,0.3299752689448336,Not-Spam
fail,none,0,0,0,0.9607655633157356,0,0.7422324573247971,0.7558908872168848,1.0,0.2427777986645069,0.047199634739624,0,0,0.2675319529184972,Not-Spam
pass,pass,0,0,1,0.4637844155098073,1,0.2057873312929443,0.5170679284134915,0.714162433740034,0.3796341189033483,0.2096567484153988,0,0,0.8138659949070548,Not-Spam
pass,pass,0,0,0,0.9043305996768488,0,0.8573733724362871,0.8724463473724939,0.7782219792997405,0.3490105289680701,0.1093542184395773,1,0,0.4757128797196629,Not-Spam
pass,pass,0,0,1,0.8720001993253855,0,0.7464960377840696,0.8273633905374139,0.8765399291969543,0.2484029158793175,0.0979552658425132,0,0,0.8370080561288563,Not-Spam
pass,pass,1,0,6,0.8438986045133259,4,0.6967518650058114,0.6171892980573771,0.7609669526638659,0.6523559113490885,0.5745450645503191,1,1,0.4994908735220955,Spam
pass,pass,1,0,5,0.4984914517926443,3,0.5985696490181498,0.6476915814145734,0.5895960318592892,0.5798966577530339,0.5230577869884361,0,1,0.4886301491561749,Spam
softfail,permerror,0,0,0,0.8641611899324604,0,0.8401004084073695,0.8779474127741571,0.8871085548016795,0.0648185353319587,0.13228365415973,0,0,0.7071400986337574,Not-Spam
pass,pass,0,0,1,0.8499117225442339,0,0.6400377746555043,0.7354259878764854,0.747659640576069,0.0351366239153225,0.1995615322073289,0,0,0.6411748509311237,Not-Spam
softfail,fail,1,0,3,0.3127155415265777,2,0.63359748829545,0.0504582640402842,0.2341560107243503,0.7373918741274409,0.449344490986807,0,0,0.5530922816239335,Spam
temperror,fail,0,0,1,0.3535588113763851,0,0.4167185083930822,0.4903691205406578,0.2195047731254463,0.5614389785213538,0.4865365361818405,0,0,0.4923382367284684,Spam
pass,softfail,0,0,2,0.4542091808586984,1,0.4514314513427993,0.5335223391662389,0.6321133309105943,0.603135981804374,0.1958215381962323,0,1,0.1933328717782073,Spam
pass,pass,0,0,5,0.2888676800357417,5,0.3343569541778359,0.370254245571061,0.5748837447552123,0.3685388414400756,0.4393289014005498,0,0,0.4999970901987564,Not-Spam
softfail,fail,1,0,25,0.3000607369231068,28,0.6056656971238762,0.236104471504583,0.6899162021070854,0.5442487638096732,0.7752941048599036,1,1,0.9290973533582036,Spam
neutral,temperror,0,0,0,0.794936943543424,0,0.9186107696537325,0.672000645913156,0.9677288159039652,0.0892236253536863,0.0239222159034599,0,1,0.468506164671251,Not-Spam
none,none,0,0,2,0.7133498866023095,1,0.410669040883469,0.3942424236123028,0.9819777782378466,0.3479339140296012,0.1318020574823599,0,0,0.500423399738547,Not-Spam
pass,pass,0,0,2,0.8391402574171585,1,0.8805298020148177,0.9014636917302308,1.0,0.1728336221714472,0.1603881871167525,0,0,0.0817445234559384,Not-Spam
pass,pass,0,0,0,0.8088852347322665,0,0.6662939149090712,0.6476170891389822,1.0,0.1496111786071181,0.1331821299537084,0,0,0.175153137763679,Not-Spam
pass,permerror,0,0,2,0.6423911991789706,2,0.5671898718736746,0.7149817356788478,0.5344210224360435,0.6588171885189268,0.262318469134413,0,0,0.7174459096366818,Spam
