sender_known_malicious,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,sender_name_similarity_to_vip,spf_result,dkim_result,dmarc_result,reverse_dns_valid,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_count,has_executable_attachment,unscannable_attachment_present,total_components_detected_malicious,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_count,dns_morphing_detected,domain_tech_stack_match_score,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,is_high_risk_role_targeted,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing_keywords_detected,html_text_ratio,image_only_email,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,tls_version,Analysis_of_the_qrcode_if_present,Final Classification,safe_confidence,Binary_Label
False,0.157317080798274,False,0.0839460496962326,True,0.0363856260990542,neutral,fail,pass,True,False,False,0.0965999314858523,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,1,0.1601499542972242,0.0,,False,False,0.8859155437826283,False,False,0.7131937981459379,False,0.4413780762074718,0.2031108512346434,0.1322288240814684,False,6,False,0.9015678230796184,False,0.6078842151017456,valid,0.1999790213432973,0.0446361655135834,False,True,True,False,none,0.2527934261494807,False,False,False,False,0.5678723660850492,False,4,False,0,False,TLS 1.3,0,No Action,0.5526003847021472,Safe
False,0.0256525592563404,True,0.0272153152634695,True,0.0842849101184995,neutral,pass,pass,True,False,False,0.05695386122509,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,0,0.0068456221641058,0.0,,False,False,0.6880768579525103,False,False,0.6951031578663782,False,0.6888544159797774,0.1756084200647669,0.0623658765438081,False,1,False,0.9290817382479282,False,0.656045270306581,no_ssl,0.1218577995623784,0.2236380567235228,False,True,True,False,none,0.1895719751313034,False,False,True,True,0.7096907012794043,False,3,False,0,False,TLS 1.2,0,No Action,0.6044614653038738,Safe
False,0.00551720296424,False,0.086477471327138,True,0.1108356005031586,pass,pass,pass,True,False,False,0.020532844510321,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,0,0.0532996786741764,0.0,,False,False,0.6502922642246391,False,False,0.7477095400553085,False,0.4586355025435205,0.6704855705426367,0.2742896419681497,False,4,False,0.8149415584748492,False,0.807567082113135,valid,0.0415708421890198,0.1845084041065926,True,True,False,False,none,0.1010428078697449,False,False,False,False,0.4814439442523626,False,1,False,1,False,TLS 1.3,0,No Action,0.6965144194420501,Safe
False,0.064482113577227,False,0.0892616896050382,True,0.0992732494402472,pass,pass,pass,True,False,False,0.0112706672603713,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,0,0.0825587101213504,0.0,,False,False,0.7893144233072619,False,False,0.5803733641478489,False,0.0622122752631656,0.0018715125006226,0.0093549405183854,False,2,False,0.7816435411689888,False,0.8360922667476348,valid,0.0228955183316585,0.2293283938655607,False,False,False,False,none,0.1896653315824253,False,False,False,False,0.5599658617041098,False,5,False,1,False,TLS 1.2,0,No Action,0.6478849927286281,Safe
False,0.0663628325458806,False,0.0059140217052758,False,0.1850496634831331,pass,pass,permerror,True,False,False,0.1046130400870259,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,0,0.038519805557126,0.0,,True,False,0.718705063892205,False,False,0.8480258192480881,False,0.0439060917171799,0.3641149480289249,0.2963004023989941,False,2,False,0.9486746422452031,False,0.614803053886197,valid,0.0575022093219257,0.0301417214443197,True,True,False,False,none,0.0228747192796298,False,False,False,False,0.2709396274922594,False,1,False,0,False,TLS 1.3,0,No Action,0.5965918949507267,Safe
False,0.0073202344669614,True,0.1312052509026299,True,0.1878135397025792,pass,none,pass,True,False,False,0.0602896370413863,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,0,0.0959562653713009,0.0,,False,False,0.6586747884276016,False,False,0.5866797340445721,False,0.2690963710627376,0.4180153533076185,0.2610296621702789,False,0,False,0.7716331437304906,False,0.6441896452525578,valid,0.0718097479135204,0.0740770301139975,False,True,True,False,link_click,0.1497205968075518,False,False,False,True,0.8074670063576915,False,4,False,1,False,TLS 1.3,0,No Action,0.7268397956263006,Safe
False,0.1802395339326594,False,0.1115029234340436,True,0.0803160472850975,pass,pass,neutral,True,False,False,0.0070418035721719,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,0,0.044097241814035,0.0,,False,False,0.8618337894267013,False,False,0.5731370706253586,False,0.7752821041126491,0.7070287079707406,0.2711171901525811,False,2,False,0.8791822217291023,False,0.8100126003441073,valid,0.1288119810786814,0.1227965852171566,False,False,False,False,none,0.2617550614322799,False,True,False,False,0.3888172831076512,False,7,False,1,False,TLS 1.3,0,No Action,0.5588753327066474,Safe
False,0.2556580600041023,False,0.1397384232478485,False,0.0562781921155053,pass,pass,pass,True,False,False,0.0798903779101143,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,0,0.0440366403899622,0.0,,False,False,0.5804523437961201,False,False,0.7480586108055898,False,0.3844692618613184,0.4739262277276141,0.0106267105255635,False,1,False,0.8713956825758722,False,0.8648448040426258,valid,0.2161232200768371,0.1834774797384254,False,False,False,False,none,0.0561400368655252,False,False,True,False,0.0899589797542964,False,5,False,0,False,TLS 1.3,0,No Action,0.7243687055490464,Safe
False,0.0087741849103677,False,0.0502678281388712,False,0.0321519792096616,pass,pass,pass,True,False,False,0.0430557199762369,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,1,0.0652867153006585,0.0,,False,False,0.5963375427121032,False,False,0.55362896186109,False,0.6549435363998735,0.1027589744745531,0.2477450251694287,False,2,False,0.9283083707506083,False,0.8165066314704441,self_signed,0.0854680415096715,0.158155473283487,False,True,False,False,none,0.0237429706868101,False,False,False,True,0.4948448911498322,False,0,False,1,False,TLS 1.2,0,No Action,0.7243073612304752,Safe
False,0.292046690753219,False,0.0195129360195947,False,0.0049173832917603,pass,pass,pass,True,False,False,0.1024943064909757,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,1,0.0317876566553513,0.0,,False,False,0.927721453983132,False,True,0.8916839097846263,False,0.4216192769694897,0.6607366126399173,0.2906633565857074,False,2,False,0.7662308838366281,False,0.6329524182463371,valid,0.1636278035702838,0.0683148817495523,False,True,False,False,meeting_request,0.1469045609241428,False,False,False,False,0.836381000765854,False,0,False,1,False,TLS 1.2,0,No Action,0.5926209408050167,Safe
False,0.0093402248653534,False,0.1296537374759455,True,0.1936386855829443,pass,neutral,pass,True,False,False,0.1267174842175331,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,1,0.0035723784956638,0.0,,False,False,0.6676671893373912,False,False,0.9370045054455112,False,0.1483670997413234,0.3696778326125285,0.1955000476127655,False,5,False,0.7351924566887184,False,0.6500743168810201,valid,0.1075764737248656,0.0501311816750841,False,True,False,False,none,0.2791456852230158,False,False,False,True,0.061579854625375,False,1,False,0,False,TLS 1.3,0,No Action,0.6813967715128986,Safe
False,0.227117780283367,False,0.1086427962189617,False,0.029184414807029,pass,pass,pass,True,False,False,0.0315524369878302,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,0,0.1119297366973828,0.0,,True,False,0.6805845232975968,False,False,0.5851465996579334,False,0.2805015449673446,0.0265624870330932,0.2857945914116151,False,3,False,0.8073404052784814,False,0.7288378808877342,self_signed,0.0502147724655735,0.1732984852056702,False,True,False,False,link_click,0.0434769883548207,False,False,False,False,0.521002548635765,False,8,False,1,False,TLS 1.3,0,No Action,0.6750609320427896,Safe
False,0.2350268177824843,False,0.0991230177448876,True,0.119495172526386,pass,pass,pass,True,False,False,0.0657910824734307,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,1,0.0120704167981127,0.0,,False,False,0.6138178720452754,False,False,0.6376855949432177,False,0.7806922046553051,0.2695166334168855,0.1836773957643473,False,7,False,0.9615498336919364,False,0.7734621335825556,valid,0.0404181360367006,0.0052152848228845,False,True,False,False,none,0.0285342713433493,False,False,True,False,0.1730415382909062,False,6,False,1,False,TLS 1.3,0,No Action,0.6331814732293882,Safe
False,0.2538735876057147,False,0.115158583210017,True,0.1086601046726576,pass,pass,pass,True,False,False,0.0909283070341757,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,0,0.1801403728022517,0.0,,False,False,0.6607311188940207,False,False,0.9149453382466765,False,0.1685297512045332,0.4983732668507862,0.1886294454617835,False,7,False,0.9507994191343628,False,0.6943168375836839,valid,0.1013275457714358,0.1504638459155021,False,True,False,False,none,0.0241964751653168,False,False,True,False,0.5039806398570146,False,6,False,1,False,TLS 1.2,0,No Action,0.6804246491060876,Safe
False,0.0936444170089341,False,0.0013545606194325,True,0.1197427960200215,pass,pass,pass,False,False,False,0.0663036560674286,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,1,0.1039547897112035,0.0,,False,False,0.8815533463530438,False,False,0.649485709035052,False,0.4937159892832241,0.5654217735083567,0.1197137838411333,False,7,False,0.8077752243748737,False,0.7517434359689695,valid,0.0891830132600004,0.1333779813249239,False,True,False,False,meeting_request,0.195349087357852,False,False,True,False,0.1045251872501827,False,4,False,0,False,TLS 1.3,0,No Action,0.594940235394536,Safe
False,0.054003131241817,False,0.0877006050663883,True,0.0794757976928802,pass,pass,pass,True,False,False,0.1459646622105519,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,0,0.0909479711267718,0.0,,False,False,0.745538632102768,False,False,0.6058605019025252,False,0.0239788718981423,0.2463439532729527,0.0265666752669724,False,7,False,0.9819459375780526,False,0.8931595673365367,valid,0.0470872709414003,0.1827073687177191,False,True,False,False,none,0.2315713226299013,False,False,False,True,0.2075251968590181,False,9,False,1,False,TLS 1.3,0,No Action,0.5726219638153146,Safe
False,0.2386531115089209,False,0.1411313034507097,False,0.1333943033981814,pass,pass,pass,True,False,False,0.0477167330427179,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,0,0.0813815921445741,0.0,,False,False,0.8629541936233094,False,False,0.8453796837005305,False,0.7028124490410783,0.3233122573208264,0.2756033390980513,False,5,False,0.9777024492642136,False,0.7752689385647951,no_ssl,0.2194727897603318,0.0792989291913496,False,True,False,False,none,0.1149334297597783,False,False,False,False,0.323356748597878,False,8,False,1,False,TLS 1.2,0,No Action,0.5954539254526303,Safe
False,0.021958777130533,False,0.0929235519014421,True,0.0759571560358459,neutral,pass,pass,True,False,False,0.0511871741439234,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,1,0.0297983711940389,0.0,,False,False,0.6484278635191993,False,False,0.7077461295273401,False,0.4395313907443627,0.5975005729086582,0.1810345780144133,False,3,False,0.9866571087864804,False,0.6072930330705446,valid,0.0018907187445355,0.1618686785386507,False,True,False,False,none,0.32705260938193,False,False,True,False,0.2182600825624317,False,3,False,0,False,TLS 1.3,0,No Action,0.657832255335051,Safe
False,0.093392309746801,False,0.04089360011003,True,0.0243772186673895,pass,pass,pass,True,False,False,0.1063569392583649,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,1,0.1586814516295674,0.0,,False,False,0.917100995668551,False,False,0.5848155850350635,False,0.6525989148034248,0.2988077464307101,0.1831001349932755,False,4,False,0.8899454126782067,False,0.9805613368826628,valid,0.2047972148566975,0.2210516158371019,False,True,False,False,none,0.2939514560033521,False,False,False,True,0.6634466879572826,False,1,False,1,False,TLS 1.3,0,No Action,0.6835099798582941,Safe
False,0.0286605941504004,False,0.0879912694763211,True,0.1473747489888364,neutral,pass,pass,True,False,False,0.0962957250664899,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,1,0.0412372329036852,0.0,,False,False,0.6527535390582859,False,False,0.5733818456434217,False,0.1134195148216815,0.2196322032001003,0.1871577974029719,False,6,False,0.908543366214278,False,0.7617275072417169,valid,0.179399441414544,0.1731090378310924,False,True,False,False,none,0.2024354209522431,False,False,True,True,0.7600622434645006,False,2,False,0,False,TLS 1.2,0,No Action,0.6209992611663875,Safe
False,0.020827152823828,False,0.1200534761733542,True,0.1080023829209021,neutral,pass,pass,True,False,False,0.0499502869587296,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,1,0.0104677751573016,0.0,,False,False,0.6951777087383968,False,False,0.7285409404790568,False,0.2668556395777603,0.4643800053733397,0.1557179372724811,False,1,False,0.987287585351614,False,0.6701211769430638,valid,0.0502334221647641,0.1339569211182703,True,True,False,False,none,0.2327191035705263,False,False,False,True,0.3394185284379119,False,7,True,1,False,TLS 1.3,0,No Action,0.6579914260561119,Safe
